,index,ID,Description,HA
2937,2937,HEBR0105,begin common era jewish society roman palestine revolve temple tora exist environment increasingly hellenistic presence count movement protagonist jewish pharisee sadducee essene zealot play important revolt roman overlord aftermath destruction temple rabbinic judaism emerge temple judaism largely recede important society disappear absorbed rabbinic movement root temple area development talmudic age explore main literary work produce classical period rabbinic judaism mishnah tosefta midrash talmud background archaeological remains set source discuss relief work produce time judaism concentrate world christian roman empire west sassanid empire east vicissitude foreign rule attention scholarly rise islam ideological sociological judaism change geonic leader babylonian academy set seal judaism talmud transmit north africa europe later period rise new literary emergence karaite sect discuss background internal organisation jewish community,13
2938,2938,HEBR0107,multi disciplinary aspect ancient current non classical source ancient aristotle ptolemy galen current wider astrology astronomy calendar reckon cosmology divination magic medicine writing come near east levant cuneiform tablet late antique jewish christian writing inscription egyptian papyrus comparative source material china unlike taught possibly fully lead engage late cut edge teach long mesopotamia egypt lead extensive cosmology jewish christian writing influence ancient chinese comparative purpose,13
2939,2939,HEBR0110,thorough grammar jewish literary aramaic,
2940,2940,HIST0003,bridge level baccalaureate similar level demand introduces significant approach scholarship economic intellectual cultural comparative overview key historiographical debate terminology enables critically engage scholarship opportunity departmental staff fit wider evolution discipline taught general discussion,13
2941,2941,HIST0004,examine major intellectual current modern german familiar important thinker lesser know individual contribution intellectual offer intellectual mean fundamental shape shape recent german discus aspect modernity meaning understanding trace development late nineteenth development change personal preference idiosyncrasy affected shape work intellectual turn major contribution modern culture,13
2942,2942,HIST0007,develop skill confidence help difference school opportunity discus tutor small fellow best approach work assess taught small half assess word portfolio formative,13
2943,2943,HIST0008,think new entire process construct initial evidence gathering dissemination finding want work small spring ask acquire deep rich knowledge think finding communicate audience assess combination blog output produce collaboratively public face build intend exemplify excellent public assess rigour big stress place creativity inventiveness work encourages reflective discipline recent historian turn building inside explore change examine cloth clothing assess construction interaction live space impact belief new electronic communication television website raise new methodology preservation source process produce narrative unusually mark determine performance mean equally responsible work produce work effectively successfully resolve potential bump road critical skill develop succeed skill set obvious relevance life outside wither volunteer paid employment think material culture engage evidence textual source think construction space place think site praxis action meaning,13
2944,2944,HIST0009,roman past offer main source roman roman represent individual institution distant recent past half concentrate fact interpretation early roman hannibalic war offer historian age augustus half look roman state perspective cicero emperor caligula claudius critically portrayed tacitus suetonius knowledge roman shape nature source,13
2945,2945,HIST0010,source offer main source archaic classical represent past tackle major narrative incorporate oral tradition recent distant past record eyewitness account key source society culture ancient greece inscription comedy law court speech epic didactic peculiarity strength weakness source shape knowledge,13
2946,2946,HIST0017,seleukid dynasty inherit large share achaemenid persian empire conquer alexander great territory stretch central asia mediterranean vast diverse area present major control organization present modern scholar major interpret institution power local central economy cultural religious evidence uneven hugely varied specialist skill interpret western perspective prevail interpretation mainly graeco roman literary source inscription decade perspective change dramatically increase accessibility source akkadian babylonia area central importance dynasty work archaeologist central asia seleukid impact military economic cultural eastern territory significant assume general ask macedonian ruler interaction non people institution hand considerable new empire west taurus mountain illuminate aspect economic religious organization previously unknown recent seleukid kingship emphasize role king importance military campaign allow historian ass working seleukid rule east west great ask nature empire ancient world excite possibility offer increase source material reasonably accessible,13
2947,2947,HIST0019,ancient world know remarkable development strike military success cultural achievement economic sustain thing long regard simple agricultural subsistence economy typical pre industrial world asks evidence economic development greece archaic period economic athens sparta classical period support characterization suggests complex picture agriculture largely sufficiency production sale market trade confine luxury good small elite staple commodity mass production exchange shape pursuit profit accumulation investment growth goal generosity reciprocity subsistence far developed public finance government intervention economic life answer help explain cultural achievement city state possible,13
2948,2948,HIST0020,czechoslovakia creation independent state peaceful separation czech slovak state concentrate main development regime change define region czech slovak perspective impressive general specialist czechoslovak czechoslovakia offer unique perspective european product dissolution habsburg empire world war czechoslovakia experienced succession regime define age extreme liberal democracy national socialism stalinism half czechoslovakia creation independent state peaceful separation czech slovak state concentrate main development regime change define region czech slovak perspective impressive general specialist czechoslovak select bibliography addition key original document discuss weekly set reading prepare consist scholarly article chapter primary document word worth mark mary heimann czechoslovakia state fail new czech reader culture jan ant nina antov france stern durham,13
2949,2949,HIST0023,binary opposition west east europe asia standard trope world usually trace response persian war fifth geopolitical division attend ideology influential legacy ancient shall explore asia europe related geographical entity hellas emerge general investigation neighbour imagine mapped divide world reconstruction spatial imaginary archaic hellenistic period yield fascinate insight interaction military power geographical knowledge cultural construction geopolitical space reveal europe asia divide contingent,13
2950,2950,HIST0024,explores broadcasting revolutionary cultural institution modernity broadcasting typically present national narrative substitute narrow experience principally anglo american experience uncover radio television great diversity dominant narrative nazi germany ussr postwar east central europe china global south investigate impact transnational phenomenon approach broadly chronological track major development thematic major theme national broadcasting national identity formation radio community listen ethnicity gender radio propaganda dictatorship transnational broadcasting cold war competition television family ideal mediate lifestyle cold war radio mass culture youth revolution television value socialist welfare state broadcasting modernization global south television mobilization dissent,13
2951,2951,HIST0031,explores change occur rome explore number theme key importance general late antiquity early middle age city rome explore number theme key importance general late antiquity early middle age end imperial world relationship pagan christian lites rise papal authority effect structural change mediterranean trade city market intellectual artistic production relationship pope city aristocracy main power time byzantine emperor lombard king frankish king emperor carolingian renaissance ottonian empire source archaeological evidence excavation rome antique mediterranean world survive longer commonly thought transform decline eventually collapse physical socio economic cultural religious transformation occur city spite time want continue celebrate eternal,13
2952,2952,HIST0039,industrial revolution important transformation human britain society experience heart transformation economic profound increase output productivity crucially important cultural intellectual dimension gender generational relation change considerably new attitude risk consumption forge radical new proliferate economy environment individual collective state empire played important role great transformation locates economic development wider framework explores dramatically uncertainly britain change secondary source plenty table graph taught weekly addition non assess book review set,13
2953,2953,HIST0051,examines sweep change religious life europe late middle age seventeenth concentrate upheaval associate protestant catholic reformation know counter reformation place broader examine role religion cultural world early modern europe treat religious solely theological ecclesiastic piety religious experience european community spiritual bond religion pay attention common folk famous leader look long shift era revolutionary event half largely narratival trace event movement conventionally associate reformation set begin reform effort prior luther end consolidation rival confessional church end half organize thematically phenomenon ritual community sin confession holy household entire chronological scope trace change religion experienced european confession compare new early modern christianity late religion supplant,13
2954,2954,HIST0066,explore cause consequence south sea bubble modern financial crisis britain define moment economic generation economist rational speculation extraordinary popular delusion primary source working early global finance interrogate explore cultural impact financial crisis investor wider british society opportunity examine financial crisis understood economic finance financier perceive portrayed pillory wider raise morality greed private public good,13
2955,2955,HIST0067,recent historian united state come pay increase attention feature mean comment interpret american past representation american theme period selection hollywood involve close number critical commentary emphasis place answer interpretation present grow prior scholarship critical commentary time release later illuminate debate consequence particular factor internal external hollywood contribute view offer representation accord traditional current scholarship theme dealt american revolution slavery civil war reconstruction native american immigration urbanization huac mccarthyism civil right woman movement war vietnam watergate scandal,13
2956,2956,HIST0073,fall china imperial dynasty ushered period instability fragmentation discontent explores theme war revolution discontent half china challenge conceptual assumption constitutes modern china encourage think broadly key pertain modernity state society relation civil society regional fragmentation rural urban divide impact war society people period examination compete governance contestation nation building change role intellectual rise militarism shift gender relation familial dynamic formation ideology emergence new role peasant impact war flower urban popular culture encourage draw exist knowledge explore comparison parallel china world,13
2957,2957,HIST0079,united state powerful nation earth popular narrative stress exceptionalism united state apostle universal democratic liberty brought nineteenth isolation unique commitment democratic liberty critical narrative contrast argue elite turn united state new kind global empire profoundly contradictory true nature american democracy seek test conflict interpretation explore development power transcend foreign policy situate transnational global process examine diplomacy international relation economic military intervention overseas explore kind global connection outsized role played subgroup american society gendered racial religious concern transcend national look development supranational institution explore united state increasingly intense engagement rest world change nation home strengthen federal state transformation society reconstruction landscape america,13
2958,2958,HIST0081,look interaction change postwar britain integrate cultural change think race gender party britain look thought ideology propaganda examine change cultural new movement like woman liberation movement gay liberation explode scene late onwards examine voting decline try happen look implication work scientist sociologist alongside historian work primary source secondary,13
2959,2959,HIST0083,cold war europe fought battlefield cultural domain war culture intellectual artist philosopher filmmaker musician line examine come answer necessary reject conventional post war timeframe cold war usually instead begin explore soviet russia sought influence western public opinion export communist culture mobilise western intellectual soviet interwar soviet cultural offensive america cold war cultural diplomacy war disillusionment stalinism drew intellectual supporter ussr cultural crusade communism covertly fund cia like picasso drawn closer communism soviet union role defeat nazism allied victory turn cold war rivalry art music mobilise battle heart mind european iron curtain source origin development struggle debate ethical raise relationship culture power,13
2960,2960,HIST0087,delegate gold coast soon independent nation ghana attend large scale afro asian conference alongside representative indonesia india china nation bandung conference importance international linkage era decolonization address decolonization africa international examine african nationalism forge interconnect world african thinker engage contribute shape intercontinental current thought pan africanism pan arabism communism socialism non align movement,13
2961,2961,HIST0088,american revolution establishment independence great britain united state congress adopt new motto new nation pluribus unum literally lawmaker hop motto reflect tie bound new state originally create individually british colony new nation perfect union elusive motto imply american policymakers claimed united state new constitution american continent remain deeply contest disunite space explore american outsider challenged government claim dominance continent discover unconventional unexpected american continent united state civil war chronologically geographically area today continental united state place central reading centre particular geographical location flashpoint particular controversy aspirational vision future continent seek extent diversity antebellum people vision continent examine diverse cast character comanche imperialist great plain proslavery southern imperialist nicaragua mormon nation builder utah sex couple vermont seek explore vision america challenge american state formation imperial control pose american official sought respond,13
2962,2962,HIST0089,involves particular small teach organise independent leader specialist area examination set source material organise develop capacity work independently primary secondary source construction argument speak non consumption public identify passionate broader area ultimately produce public piece examination website,13
2963,2963,HIST0094,investigates aspect war cultural archaic classical greece cause conflict train raise maintain control citizen mercenary army warfare ritual clash campaign annihilation particular tackle myth current modern scholarship notion war normal state international relation greece citizen army essentially middle body warfare restrict game like competition archaic period underwent major cultural shift destructive total conflict classical period athenian navy drove development radical democracy mercenary explosion fourth result economic crisis city state marked fundamental change military culture fought debate recent detailed crucial warfare shape economic cultural constraint time developed war common ancient greece knowledge skill tackle challenge enable source coherent narrative implication aspect war society culture,13
2964,2964,HIST0103,explore body soul cosmos shape meant human look cosmological twelfth thirteenth explain celestial body supernatural force power relationship intention human cosmological discussion flourish work natural philosophy theology astronomy medicine idiosyncratic cosmology visionary heresy trial poetic work popular magic broad capture numerous cosmology unwritten likely conceive middle age people view sort universe investigation cosmological think look boundary supernatural natural theologian explore difference human animal spirit emphasise superiority human rationality belief animal afterlife intellectual aesthetic fascination blurring human animal boundary thirteenth nature power angel demon fourteenth narrative spiritual experience express increase anxiety human demon bound possession invocation pact concludes look culmination fear fifteenth mythology witchcraft persecution witch,13
2965,2965,HIST0104,feature middle age familiar profane observer series expedition establish christian control holy land word crusade middle age powerful evoke policy aspiration entire society observe expedition world place cultural perspective shed light key aspect western european society religious ambition papacy new devotional aspiration laity development chivalric culture cultural expansion western europe,13
2966,2966,HIST0107,examines recur conflict british government colonial north american conquest canada declaration independence create united state teach consideration primary source illustrate breakdown relationship british formulation new policy debate stimulate american resistance colonial perspective grievance articulate colony mobilize oppose british measure american eventually claim new status culture conflict aspect american revolution,13
2967,2967,HIST0116,civil war define event american conflict magnitude importance effect felt world ask war happen people experienced come end document pen statesman enslave people soldier civilian united state deal formative event modern world brought emancipation million enslave men woman global process violent transformation nature labour nineteenth age nation state formation world revolution empire popular government sovereignty democracy industrialisation fought outside united state abraham lincoln fate liberty future popular government rest conflict lincoln consistent thread discussion great man nationalist think talk cultural transnational dimension conflict alongside traditional national coordinate,13
2968,2968,HIST0122,explores human nature european renaissance era traditional teaching revise displace newly revive classical contest philosopher doctor theologian amidst religious controversy eventually reject favour radically doctrine main rich corpus philosophical religious medical work compose late fourteenth early seventeenth famous author francesco petrarch marsilio ficino andreas vesalius michel montaigne francis bacon know figure johann weyer jacques ferrand john abernethy encourage delve abundant literary artistic source illustrate contribute view human period main territory physiology body soul medicine natural philosophy ethical spiritual aspect soul passion moral religious work reformation incorporation refinement conception human nature work moral thought expansion geographical ethnological knowledge result missionary enterprise colonisation new world area particular attention debate dignity misery man immortality soul sexual difference melancholia dream status occult astrology demonology discussion geographical relativity custom value civility civilisation broadly historiographical claim secularisation knowledge growth modern individualism emphasis close reading primary relation religious inform,13
2969,2969,HIST0123,half affiliate version hist aware half described depend time far contact taught,13
2970,2970,HIST0125,person story story past life experience east southeast asia world war told receive represent remember examination diary oral letter autobiography memoir type personal narrative life examines limitation challenge source serve capture narrate relationship individual state family community wartime past negotiate individual nation postwar period primary source reflection ordinary civilian woman elderly family letter fall soldier kamikaze pilot account missionary medical personnel story drawing child grow face familial dislocation literary representation wartime east southeast asia encourage draw parallel comparison wartime experience britain europe united state world document primary source material,13
2971,2971,HIST0128,long survey modern middle east region north africa west asia atlantic ocean central asia inclusive turkey iran midst geopolitical reorientation globe root development country like syria tunisia relation saudi arabia iran legacy colonialism north africa levant shape algeria lebanon today citizen region lead protest movement ruler period late present day late ottoman reform effort impact european intervention state formation intellectual religious change constitutional revolution rise nationalism role natural resource cold war arab israeli conflict islam arab spring cultural change,13
2972,2972,HIST0132,financial city era financial globalisation period world war marked dominance city lead international financial centre financial success city closely link performance key institution mainly stock exchange bank england organisation constitute pillar city governance ensure effective run banking exchange money market capital flow surge world stock exchange hub domestic international colonial stock bond currency rise financial activity slow episode domestic global financial crisis far regulation adaptation city change market condition establish success record city key source drawn print collection contemplates financial capitalism imperialism globalisation methodology expect engage financial thematically theme entire period discuss reference key historiography relevant source theme key debate source financial city physical technology,13
2973,2973,HIST0135,shell abroad european represent value abroad host institution,13
2974,2974,HIST0136,shell abroad european represent value abroad host institution,13
2975,2975,HIST0137,shell abroad european represent value abroad host institution,13
2976,2976,HIST0138,shell abroad european represent value abroad host institution,13
2977,2977,HIST0140,trace development western thought classical origin important modern formulation explore main european tradition inquiry concern nature status society state law citizenship relation power extends antiquity early emphasis place writing major thinker plato aristotle cicero thomas aquinas alfarabi niccol machiavelli thomas hobbes john locke jean jacques rousseau mary wollstonecraft karl marx john stuart franz fanon hannah arendt john rawls important skill emphasize close reading complicate ambiguous continued society entirely originally grapple complexity lead world differently,13
2978,2978,HIST0154,period alexander formation roman province asia area mediterranean near east conquer alexander macedon area cultural milieu great complexity united presence institution main outline hellenistic kingdom institution power economy cultural religious pay particular attention major shift development associate period change nature polis religious artistic intellectual development acculturation cultural conflict interaction rome east,13
2979,2979,HIST0156,chronological approximately rome emergence lead city state italy eventual decline republican chronologically evolution transformation roman society rise fall republic economic cultural aspect chronological accompany wider thematic explore emergence change cultural value period engage methodological critical kind ancient evidence archaeology inscription art coin,13
2980,2980,HIST0162,survey overview cultural territory know china ancient world shang people empire north south fracture nomadic rule cosmopolitan culture time centralise narrative unbroken chinese civilisation diversity reveal archaeological evidence impact han maker myth culture bringers come indian buddhism trade travel religion silk route change life inhabitant yellow yangzi river area north china plain affected surround cultural area,13
2981,2981,HIST0163,half affiliate version hist aware half described depend time far contact taught,13
2982,2982,HIST0164,extend late millennium end millennium offer long perspective region today represent modern state iraq syria turkey comparative approach narrative especially presence absence documentary archive disappearance emergence cross cultural influence shape ancient past high low textual visibility presence absence document availability hand evidence guide scholarly agenda inform interpretation generate habit compensation disinterest strand evidence art archaeology hard useful meaningful textual disappearance emergence construct emphasis establish counterpoint traditional narrative centre southern mesopotamia holistic treatment key bronze age development parallel alternative trajectory syria anatolia key theme territorial state formation ideology administration trade private enterprise state regulation long distance network overland maritime exchange international relation elite gift diplomacy vassalage alliance empire ethnicity imperial strategy critical approach collapse fragmentation chronological scheme dark age,13
2983,2983,HIST0178,economic cultural britain britain position world key theme british empire expand mid decolonisation aftermath fundamentally shape british society culture world war closely entwine british empire key turn point modern british significantly impact britain place world domestic society domestic examine birth mass democracy rise work growth woman suffrage campaign development welfare state warfare state economics explore industrial revolution recurrent british economic decline britain nation country ethnic society change substantially period irish jewish new commonwealth migration race relationship national identity change significantly late key change race gender key theme alongside broader cultural trend demographic change secularisation development mass consumerism decline deference,13
2984,2984,HIST0184,half affiliate version hist aware half described depend time far contact taught,13
2985,2985,HIST0185,colonial revolutionary north america settlement virginia aftermath war independence create united state attention concentrate mainland later british colony consideration north america relationship british north america rest atlantic world pattern migration old world new chattel slavery relation european incomers native inhabitant religious diversity increase integration eighteenth britain north american colony,13
2986,2986,HIST0196,preservation transmission ancient greece comparative angle ancient rome ancient middle east oral communication epistolary monumental display official document organization archive library school discuss successive meeting chosen ancient middle east greece rome source material clay tablet inscription papyrus ostraca archaeological remains literary source overall interpretive approach comparative centre socio cultural special emphasis correlation particular storage communicative socio organization society cultivate choice,13
2987,2987,HIST0197,introduces broad outline socio economic cultural intellectual development europe end napoleonic period unification italy germany approach comparative transnational emphasise trend marked experience europe offer general survey european period investigate aspect change particular european revolution understood key experience modernity,13
2988,2988,HIST0204,preservation transmission ancient greece comparative angle ancient rome ancient middle east oral communication epistolary monumental display official document organization archive library school discuss successive meeting chosen ancient middle east greece rome source material clay tablet inscription papyrus ostraca archaeological remains literary source overall interpretive approach comparative centre socio cultural special emphasis correlation particular storage communicative socio organization society cultivate choice,13
2989,2989,HIST0206,america confounds observer familiar alien allure unsettle dionysian dystopian land tomorrow view forgotten continent great british marxist historian eric hobsbawm america change place process familiar emergence labour movement rise fascism triumph decline revolution appear tweaked factor uncovered explain survey america examine process common region experience country america relation rest world like hobsbawm america help think wider world,13
2990,2990,HIST0212,introduces global economic change long perspective draw new economic divide broadly define period period start series debate global economic chronological major turn point economic change prior rise fiscal state commercial expansion west financial monetary transformation half mainly industrialisation economic growth divergence global comparative standpoint open introductory economic globalisation chronological weekly explore globalisation backlash world war post war bretton wood consensus new economic primarily feature economic performance developed world half shed light economic key develop region economy late development concludes global demographic trend living standard long perspective previous knowledge economics expect engage basic economic,13
2991,2991,HIST0213,half affiliate version hist aware half described depend time far contact taught,13
2992,2992,HIST0218,asian medicine knowledge background development key chinese medicine secondary tibetan indian medicine interrelatedness transmission asian medical tradition europe reception traditional medicine modern world broad perspective time cultural key time medical innovation,13
2993,2993,HIST0228,religion complex abide fascination start address religion religious belief ancient greece similar monotheism explore conflict imagine god special emphasis set anthropomorphic divinity homer hesiod tragedy abstract deity philosopher god invoked magic mystery religion main religion city state classical period aspect priesthood sacrifice sanctuary festival channel communication divine sphere seer oracle dream hero cult end look religious phenomenon emerge hellenistic age deification king,13
2994,2994,HIST0229,explore nexus material culture anatolia millennium anatolia nexus cultural contact long diversity role conduit particularly east west axis cultural transmission establish unjustified metaphor recent scholarship shift emphasis predominantly passive view anatolia bridge surround influence travel meet region agency likewise anatolia point right selection theme highlight crucial episode religious economic change millennium temporal scope middle late bronze age roughly correspond period assyrian trade colony central plateau state empire formation centralise hittite control explore advantage challenge incorporate primary archaeological source proto ahistorical period vary visibility source archaeological perception chronology highlight point convergence contrast secondary critical awareness tradition archaeological scholarship inference explore plausibility formulate interpretation communicate finding,13
2995,2995,HIST0230,offer critical perspective nature development ancient central cultural value compare contrast ideal reality economic life meaning widely modern aristocracy aristocratic value applicability archaic classical world,13
2996,2996,HIST0244,relation europe religious christian denomination chiefly christian jew reformation revolution reformation united western christendom split hostile war camp despite ideal toleration religious freedom champion thinker actual relation remain intensely problematic end early modern period relation ordinary people experience religious division interact obstacle peaceful coexistence toleration prevail local community descend sectarian violence kind arrangement accommodation toleration entail exist address comparative approach examine europe principally france holy roman empire roughly equivalent germany netherlands,13
2997,2997,HIST0255,explores key european thought seventeenth natural law state nature state sovereignty contract theme close reading major work hobbes pufendorf locke examine relationship author,13
2998,2998,HIST0256,important discourse eighteenth engage close interpretation key rousseau kant hegel examine relationship author,
2999,2999,HIST0262,offer overview selective aspect britain set imperial decolonization imperial metropole frequently location explore broader change collective identity britishness metropolitan attitude empire race gender cultural change major introduces key postcolonial encourage critical evaluation utility relationship case popular imperialism late nineteenth effort create imperial architecture intellectual imperialism late edwardian bloomsbury wwi gender americanisation jazz age cable street anti fascist struggle interwar britain blitz trans atlantic imperial dimension post war new commonwealth immigration,13
3000,3000,HIST0272,explores law legal regime work create regulate challenge change british colonial society adopt thematic comparative approach extends chronologically eighteenth aspect legal regulation examine comparative framework phenomenon shape life british colony primary secondary reading aspect law relate crime property person regime coerce labour half cultural aspect colonial law particularly perceive violation british behavioural norm geographically explores legal development colonial stretch canada caribbean sub saharan africa australia indian ocean world,13
3001,3001,HIST0295,united state assume isolationist heritage built geographical separation new world old explore alternative interpretation united state relation wider world evolution american internationalism civil war treaty versailles particular development american international community relationship internationalism american imperialism connection domestic foreign centre discussion assign primary document supplement secondary reading,13
3002,3002,HIST0301,basic historian half construct display interpret summary explore relationship variable half economic financial spatial international case discuss reference quantification methodology publish work drawn early modern modern period reproduce original dataset relevant source expect quantification evidence explore expect task microsoft excel,13
3003,3003,HIST0309,interdisciplinary examine development racial ethnic thought xenophobia related exclusion africa nineteenth present day examine colonial construction native intersection race gender colonialism debate autochthony citizenship postcolonial africa new scholarship race slavery islamic africa racialization sexuality colonialism nativism independent africa reshape african assumption africa non racialized space site primordial ethnicity situate ethnic racial thought continent broader scholarly debate discipline,13
3004,3004,HIST0317,explore body soul cosmos shape meant human look cosmological twelfth thirteenth explain celestial body supernatural force power relationship intention human cosmological discussion flourish work natural philosophy theology astronomy medicine idiosyncratic cosmology visionary heresy trial poetic work popular magic broad capture numerous cosmology unwritten likely conceive middle age people view sort universe investigation cosmological think look boundary supernatural natural theologian explore difference human animal spirit emphasise superiority human rationality belief animal afterlife intellectual aesthetic fascination blurring human animal boundary thirteenth nature power angel demon fourteenth narrative spiritual experience express increase anxiety human demon bound possession invocation pact concludes look culmination fear fifteenth mythology witchcraft persecution witch,13
3005,3005,HIST0318,feature middle age familiar profane observer series expedition establish christian control holy land word crusade middle age powerful evoke policy aspiration entire society observe expedition world place cultural perspective shed light key aspect western european society religious ambition papacy new devotional aspiration laity development chivalric culture cultural expansion western europe,13
3006,3006,HIST0321,examines recur conflict british government colonial north american conquest canada declaration independence create united state teach consideration primary source illustrate breakdown relationship british formulation new policy debate stimulate american resistance colonial perspective grievance articulate colony mobilize oppose british measure american eventually claim new status culture conflict aspect american revolution,13
3007,3007,HIST0324,civil war define event american conflict magnitude importance effect felt world ask war happen people experienced come end document pen statesman enslave people soldier civilian united state deal formative event modern world brought emancipation million enslave men woman global process violent transformation nature labour nineteenth age nation state formation world revolution empire popular government sovereignty democracy industrialisation fought outside united state abraham lincoln fate liberty future popular government rest conflict lincoln consistent thread discussion great man nationalist think talk cultural transnational dimension conflict alongside traditional national coordinate,13
3008,3008,HIST0332,independent know free stand permission director teach,
3009,3009,HIST0348,american manner american treat crucial episode theme main objective identify particular interpretation advanced american particular time representation cultural examine hollywood dealt american revolution slavery civil war era native american immigration depression anti communist witch hunt civil right movement presidency abraham lincoln john kennedy prior knowledge american appeal historian drawn discipline discussion,13
3010,3010,HIST0361,examines intellectual process transformation state nation state nineteenth europe emerge period revolutionary turmoil decade brutal warfare napoleon new state suppose homogenous ethnic composition ideally national community single dramatic transformation europe map teleological time accord formation nation state law progress modernisation process paid tribute role national movement europe establish state anachronistic lack legitimacy view formation modern nation state represent inevitable step development europe substantial redrawing change people state related national ideology new notion identity create new mechanism inclusion exclusion exist state process dominate age nationalism exist alternative national movement independent statehood especially habsburg monarchy multinational empire federal cosmopolitan ideal offer alternative formation state solely define basis ethnic homogeneity combine historiographical debate select primary source challenge orthodoxy formation national state inevitable natural process,13
3011,3011,HIST0362,look key theme britain post war decolonisation period begin world war falklands war time rapid cultural economic change domestic metropolitan world intersect profoundly shape loss britain formal imperial power complexity interconnection primary unit concerned labour conservative government period broad view explore link change imperial international sphere domestic cultural shift,13
3012,3012,HIST0366,examines relation people religious faith europe era protestant reformation revolution chiefly relation catholic calvinist lutheran rival christian confession emerge wake reformation examines relation christian jew muslim ignore tolerance intolerance prevalent time asks people faith time place coexist peacefully daily life answer examines phenomenon interfaith marriage conversion arrangement matter worship burial reason outbreak religious violence,13
3013,3013,HIST0368,investigates united state global perspective draw excite contentious recent scholarship interrogates notion american exceptionalism imperialism offer united state deeply embed transnational international current historiographical perspective historian theorise united state relation people nation empire united state relation wider world comprise spine ask reflect limitation state power agency non state actor addition major emphasis place domestic foreign concern understood reference particular encourage think new work race gender complement challenged think united state global perspective,13
3014,3014,HIST0370,examine british slavery itsimpact public caribbean greatbritain theme particularly pertinent tocontemporary discussion race relation slavery endure global legacy total freedom slavery arrive caribbean colony long marked evolution power empire caribbean colonial relationship britain emancipation public place debate vigorously sort collective develop slavery debate change time opportunity classic recent caribbean slavery memorialization seek place conversation caribbean british discussion representation develop skill public memorial slavery emancipation,13
3015,3015,HIST0375,examines change representation live experience gender sexuality late nineteenth britain key event gender convention gender thrown sharp relief consideration gender illuminates wider power society change time divide independently explores shift understanding gender key movement gendered representation experience war change trend family employment leisure sexuality specifically change expectation trend regard men woman sexual work source material medical legal source personal narrative oral,13
3016,3016,HIST0376,examines change representation live experience gender sexuality late nineteenth britain key event gender convention gender thrown sharp relief consideration gender illuminates wider power society change time divide independently explores shift understanding gender key movement gendered representation experience war change trend family employment leisure sexuality specifically change expectation trend regard men woman sexual work source material medical legal source personal narrative oral,13
3017,3017,HIST0378,examines role representation past thought culture eighteenth europe lead engage intellectual culture period crucial formation modern intellectual discipline encourage critical discussion today,13
3018,3018,HIST0398,explores thought northern europe later renaissance development conflict religious philosophical environment transform era trace fortune associate humanism republicanism reason state absolutism particularly writing thomas jean bodin justus lipsius michel montaigne francis bacon thomas hobbes encourage author closely connect author intellectual relate main interpretation early modern thought modern scholarship,13
3019,3019,HIST0399,develop disorient frighten period deep visible fragmentation disintegration climate change ecological degradation global financial instability normalize demagoguery xenophobic movement buckling global institutional arrangement rocket inequality violent global terrorist fail state stripe opaque confrontation nuclear power poorly regulate global corporation extraordinary reach attack reason knowledge distance let appear bewildering disturb hope steady nerve offering longue dur perspective step sharply look phenomenon notwithstanding amplification technology globalization root fortune failing institution human fabricate regulate interaction uncommonly long view far primate working trust distrust work small scale society pandemic panic creation destruction survival institution sort accordingly raise large interrogate close examination select evidence primatology prehistory classical forth extreme present examine yesterday news obviously comprehensive chronological lot allergy anthropology sociology note anthropology sociology develop amoral view natural specie knowledge period develop far wish,13
